,age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscription,season
3140,25,8,2,3,0,0,0,1,0,97,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
3142,39,0,1,3,0,1,0,1,4,128,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
3143,32,9,1,6,0,1,0,1,4,186,2,999,0,1,-1.8,92.893,-46.2,1.27,0,1
3144,41,9,1,2,0,0,0,1,1,180,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
3145,58,5,1,0,0,1,0,0,3,216,2,999,0,1,1.4,93.918,-42.7,4.961,0,2
3146,42,7,1,5,0,1,0,1,0,149,1,999,0,1,1.1,93.994,-36.4,4.864,0,1
3148,42,4,1,6,0,1,1,1,0,123,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
3150,54,3,0,6,0,1,1,0,2,653,1,999,0,1,-0.1,93.2,-42.0,4.076,1,0
3151,31,0,1,3,0,0,1,0,1,155,2,4,1,2,-2.9,92.201,-31.4,0.884,1,2
3153,48,6,0,3,0,1,0,0,1,82,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
3154,30,9,2,6,0,0,1,0,1,132,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
3155,43,9,1,5,0,0,0,1,2,119,2,999,0,1,1.4,94.465,-41.8,4.866,0,2
3156,36,1,1,2,0,0,1,0,1,131,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
3157,37,7,1,3,0,0,1,0,1,264,5,999,0,1,1.4,93.918,-42.7,4.962,0,2
3158,55,0,1,6,0,1,0,1,2,220,7,999,0,1,-1.8,93.369,-34.8,0.654,0,1
3159,47,4,1,2,0,0,0,1,1,53,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
3161,26,4,2,6,0,0,0,0,0,351,2,999,0,1,-3.4,92.379,-29.8,0.803,0,0
3162,27,0,2,5,0,1,0,0,3,483,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
3163,32,0,2,6,0,1,0,0,1,340,3,999,0,1,1.4,93.444,-36.1,4.965,0,2
3164,43,3,1,0,0,1,0,0,4,402,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
3165,26,4,2,6,0,0,0,0,2,139,1,999,0,1,-1.8,92.843,-50.0,1.65,1,1
3166,32,7,1,3,0,1,1,1,4,383,2,999,0,1,1.1,93.994,-36.4,4.858,0,1
3167,32,1,1,1,0,1,0,1,0,165,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
3170,33,9,2,5,0,1,0,0,4,519,2,999,2,0,-1.8,92.893,-46.2,1.334,1,1
3171,42,9,1,5,0,1,0,0,4,246,1,999,0,1,-2.9,92.201,-31.4,0.879,0,2
3174,47,4,1,6,0,1,0,0,2,20,1,999,0,1,1.4,93.444,-36.1,4.968,0,2
3175,43,1,1,3,0,1,0,0,1,107,2,999,0,1,-0.1,93.2,-42.0,4.191,0,0
3177,34,3,1,6,0,1,0,0,3,58,1,999,0,1,-1.8,92.893,-46.2,1.266,0,1
3180,41,9,2,6,0,1,1,0,4,184,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
3184,31,4,2,6,0,1,0,0,4,424,2,999,0,1,-0.1,93.2,-42.0,4.12,1,0
3187,48,10,1,5,0,0,0,1,4,360,1,6,1,2,-1.8,93.876,-40.0,0.682,1,1
3189,38,9,2,6,0,1,0,1,3,446,12,999,0,1,1.1,93.994,-36.4,4.856,0,1
3191,37,0,1,3,0,0,0,0,0,123,5,999,0,1,-1.8,92.893,-46.2,1.25,0,1
3192,31,9,2,6,0,0,1,0,3,60,6,999,0,1,1.4,93.444,-36.1,4.963,0,2
3193,28,0,2,6,0,0,0,0,1,114,1,999,0,1,-2.9,92.963,-40.8,1.26,0,2
3194,46,9,1,5,0,1,0,0,1,78,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
3195,31,1,1,1,0,1,1,1,3,105,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
3196,31,4,1,3,0,1,1,1,3,343,2,999,0,1,1.4,94.465,-41.8,4.961,0,2
3197,30,0,2,6,0,1,0,0,2,39,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
3198,35,0,2,6,0,1,0,0,2,633,2,999,0,1,-0.1,93.2,-42.0,4.076,0,0
3199,30,9,1,6,0,1,0,1,3,683,2,999,0,1,1.1,93.994,-36.4,4.856,1,1
3202,32,9,1,5,0,0,1,0,4,183,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
3203,43,4,1,6,0,0,0,0,4,382,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
3204,57,1,1,0,0,0,0,1,0,19,4,999,0,1,1.4,94.465,-41.8,4.959,0,2
3207,32,9,1,5,0,0,0,0,1,688,2,999,0,1,-1.8,93.749,-34.6,0.645,1,1
3208,33,0,2,5,0,1,0,0,1,1340,1,999,0,1,-1.8,92.893,-46.2,1.244,1,1
3209,46,4,2,6,0,1,0,0,1,93,1,999,0,1,1.4,93.918,-42.7,4.96,0,2
3210,80,5,1,0,0,0,0,0,0,213,3,6,4,2,-1.8,93.369,-34.8,0.649,1,1
3212,41,1,1,1,0,1,1,1,3,137,1,999,0,1,-0.1,93.2,-42.0,4.153,0,0
3215,34,2,1,0,0,1,0,1,0,233,1,999,0,1,1.1,93.994,-36.4,4.864,0,1
3216,47,4,1,6,0,1,0,0,1,145,3,3,2,2,-1.7,94.027,-38.3,0.904,0,2
3217,47,7,1,3,0,0,0,0,0,130,1,999,0,1,1.4,93.444,-36.1,4.966,0,2
3220,24,8,2,3,0,1,0,0,2,88,1,999,0,1,-1.8,93.075,-47.1,1.365,0,1
3221,32,1,2,0,0,1,0,0,3,145,12,999,0,1,1.4,93.918,-42.7,4.962,0,2
3222,31,1,1,3,0,0,0,0,4,248,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
3223,31,1,1,2,0,1,1,1,4,248,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
3224,29,2,1,3,0,1,0,0,0,668,2,999,0,1,1.4,93.918,-42.7,4.959,0,2
3225,48,1,1,0,0,0,0,0,1,420,7,999,1,0,-1.8,92.893,-46.2,1.244,0,1
3226,33,0,1,3,0,1,0,0,3,125,2,999,0,1,-0.1,93.2,-42.0,4.153,0,0
3227,43,9,1,6,0,0,0,0,0,24,9,999,0,1,-0.1,93.2,-42.0,4.021,0,0
3228,29,7,2,3,0,0,0,1,1,207,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
3229,47,1,1,0,0,1,0,0,1,82,4,999,0,1,1.4,93.918,-42.7,4.962,0,2
3230,47,4,1,6,0,1,0,0,3,133,8,999,0,1,1.4,93.444,-36.1,4.965,0,2
3231,33,0,1,2,0,0,0,1,1,511,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
3232,56,2,1,6,0,1,0,0,2,472,1,999,0,1,-1.8,93.075,-47.1,1.365,0,1
3235,36,4,1,6,0,0,0,1,2,22,1,999,0,1,1.4,94.465,-41.8,4.866,0,2
3237,45,9,1,3,0,1,0,0,3,88,5,999,0,1,1.4,93.918,-42.7,4.961,0,2
3238,38,0,2,3,0,1,0,0,2,882,1,6,1,2,-1.8,93.749,-34.6,0.659,1,1
3239,31,10,2,3,0,0,0,0,2,339,2,999,0,1,-1.8,93.876,-40.0,0.692,0,1
3240,30,9,1,5,0,1,1,0,0,292,2,999,0,1,1.4,93.918,-42.7,4.957,0,2
3241,39,7,1,3,0,1,0,0,2,543,29,999,0,1,1.4,93.918,-42.7,4.968,0,2
3242,37,1,1,2,0,0,0,1,4,203,2,999,0,1,1.4,94.465,-41.8,4.959,0,2
3245,22,1,1,5,0,1,0,0,0,161,4,999,0,1,1.4,93.918,-42.7,4.963,0,2
3246,33,2,1,6,0,1,0,1,1,130,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
3247,37,9,2,3,0,1,0,1,2,201,1,999,0,1,-1.8,93.075,-47.1,1.406,0,1
3248,38,4,1,6,0,1,1,0,2,68,2,999,0,1,1.4,93.918,-42.7,4.958,0,2
3249,53,0,1,3,0,1,0,1,3,520,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
3250,31,9,1,6,0,1,0,0,2,515,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
3251,44,4,1,6,0,0,0,0,3,175,2,999,2,0,-2.9,92.201,-31.4,0.883,1,2
3252,31,7,1,3,0,0,0,1,4,636,6,999,0,1,1.1,93.994,-36.4,4.859,0,1
3255,47,3,2,0,0,0,0,1,3,241,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
3256,28,1,1,0,0,1,0,0,2,1820,4,999,0,1,1.4,93.918,-42.7,4.962,0,2
3257,33,10,1,3,0,1,0,0,1,74,1,999,1,0,-1.8,92.893,-46.2,1.264,0,1
3258,42,0,1,6,0,1,0,0,3,1311,2,999,0,1,1.4,93.444,-36.1,4.968,1,2
3260,32,7,1,3,0,0,0,0,1,161,2,999,0,1,-1.8,92.893,-46.2,1.299,0,1
3261,41,4,1,3,0,0,1,1,3,129,2,999,0,1,1.1,93.994,-36.4,4.856,0,1
3262,50,1,1,2,0,1,0,0,2,1365,2,999,1,0,-1.8,93.075,-47.1,1.41,1,1
3265,52,2,1,2,0,1,1,1,0,390,2,999,0,1,1.1,93.994,-36.4,4.864,0,1
3266,49,1,1,1,0,1,0,1,0,1980,2,999,0,1,1.1,93.994,-36.4,4.864,1,1
3268,20,1,2,3,0,1,0,0,4,410,1,999,0,1,-1.8,92.893,-46.2,1.334,0,1
3269,36,2,1,6,0,0,1,1,0,180,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
3270,44,7,0,3,0,1,1,0,3,895,1,999,0,1,-1.8,93.075,-47.1,1.453,1,1
3271,34,9,0,5,0,1,0,0,0,1190,2,999,0,1,-1.8,92.893,-46.2,1.25,1,1
3272,67,6,1,6,0,1,0,0,3,68,4,999,1,0,-3.4,92.649,-30.1,0.72,0,0
3273,42,0,1,6,0,1,0,0,4,71,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
3274,41,6,2,6,0,1,0,1,4,318,2,999,0,1,1.1,93.994,-36.4,4.859,0,1
3275,37,9,2,6,0,1,0,0,3,322,1,999,1,0,-1.8,92.893,-46.2,1.291,0,1
3277,34,2,1,6,0,1,0,0,2,69,1,999,1,0,-0.1,93.2,-42.0,4.076,0,0
3278,48,4,1,6,0,0,0,0,3,115,2,999,0,1,1.4,93.444,-36.1,4.963,0,2
3279,46,0,2,3,0,0,0,0,4,251,3,999,0,1,1.4,93.918,-42.7,4.963,0,2
3280,57,0,0,3,0,0,0,1,0,162,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
3281,54,3,1,0,0,1,0,0,3,133,2,999,0,1,1.4,93.444,-36.1,4.963,0,2
3282,34,0,1,2,0,1,0,1,1,252,3,999,0,1,1.4,94.465,-41.8,4.961,0,2
3283,29,9,2,3,0,0,0,0,3,155,2,999,0,1,-0.1,93.2,-42.0,4.153,0,0
3284,38,1,1,2,0,1,0,0,2,218,1,999,0,1,-1.8,93.075,-47.1,1.41,0,1
3285,27,8,2,3,0,1,0,0,2,101,1,999,1,0,-1.8,92.893,-46.2,1.327,0,1
3287,35,9,0,5,0,1,0,1,2,312,2,999,0,1,1.4,94.465,-41.8,4.958,0,2
3289,44,0,2,6,0,1,0,1,1,158,7,999,0,1,1.1,93.994,-36.4,4.857,0,1
3290,33,0,2,6,0,0,0,0,4,316,4,999,0,1,1.4,93.444,-36.1,4.964,0,2
3291,54,1,1,2,0,1,1,0,4,101,1,999,0,1,-3.4,92.649,-30.1,0.719,0,0
3292,32,9,1,3,0,1,0,0,3,160,3,999,0,1,1.4,93.444,-36.1,4.963,0,2
3293,47,0,2,6,0,1,0,0,2,156,4,999,0,1,1.4,93.444,-36.1,4.968,0,2
3294,40,0,2,3,0,1,0,1,4,222,2,999,0,1,1.1,93.994,-36.4,4.859,0,1
3295,30,0,1,6,0,1,1,0,1,742,4,999,0,1,-1.8,92.893,-46.2,1.354,1,1
3296,28,9,2,5,0,1,0,0,3,167,2,6,1,2,-1.7,94.215,-40.3,0.893,0,2
3297,40,2,1,0,0,1,1,0,4,322,3,999,0,1,-0.1,93.2,-42.0,4.12,0,0
3298,39,1,1,0,0,1,0,0,0,156,2,999,0,1,-1.8,93.075,-47.1,1.405,0,1
3299,27,9,2,3,0,1,0,0,0,784,1,999,0,1,1.4,93.918,-42.7,4.962,1,2
3301,39,0,0,5,0,1,1,1,2,106,1,999,0,1,1.4,94.465,-41.8,4.958,0,2
3302,46,0,1,6,0,1,0,0,2,164,1,999,0,1,-2.9,92.201,-31.4,0.873,0,2
3304,47,0,1,6,0,1,0,0,0,59,3,999,0,1,-0.1,93.2,-42.0,4.021,0,0
3305,32,0,0,6,0,0,0,1,4,315,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
3306,35,2,1,3,0,1,0,0,1,131,2,999,0,1,-0.1,93.2,-42.0,4.191,0,0
3307,27,0,2,3,0,1,1,0,4,177,4,999,0,1,-1.8,92.893,-46.2,1.281,0,1
3308,42,1,1,2,0,0,0,0,2,55,4,999,0,1,-1.8,93.075,-47.1,1.41,0,1
3310,37,9,2,6,0,0,0,1,1,182,2,999,0,1,1.4,94.465,-41.8,4.96,0,2
3311,48,1,1,0,0,0,1,0,4,170,1,999,0,1,-1.8,92.893,-46.2,1.334,0,1
3312,29,10,2,6,0,0,0,1,2,297,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
3313,50,4,1,6,0,1,1,0,0,206,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
3314,30,1,2,6,0,0,0,1,0,245,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
3315,58,6,0,6,0,1,0,0,2,548,1,999,0,1,1.4,93.918,-42.7,4.968,0,2
3316,52,1,1,2,0,0,1,0,0,112,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
3317,32,2,1,6,0,1,1,1,1,249,1,999,1,0,-0.1,93.2,-42.0,4.191,0,0
3320,35,0,2,6,0,0,0,0,0,14,1,999,0,1,1.4,93.918,-42.7,4.957,0,2
3321,41,1,0,1,0,1,0,1,0,160,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
3322,44,1,1,1,0,0,1,0,2,244,2,999,0,1,-1.8,92.893,-46.2,1.327,0,1
3323,35,9,1,5,0,0,0,0,4,427,3,999,0,1,-0.1,93.2,-42.0,4.12,0,0
3324,44,0,1,6,0,0,0,0,3,102,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
3325,27,9,2,2,0,1,0,0,4,131,1,999,0,1,-1.8,93.075,-47.1,1.445,0,1
3326,35,6,1,6,0,1,0,0,2,269,1,999,0,1,-2.9,92.963,-40.8,1.26,1,2
3327,33,0,2,6,0,1,0,0,4,101,2,999,1,0,-0.1,93.2,-42.0,4.12,0,0
3328,35,0,1,3,0,1,0,0,0,121,1,999,0,1,-1.8,92.893,-46.2,1.259,0,1
3329,32,4,2,6,0,0,0,0,0,221,4,16,1,2,-1.7,94.215,-40.3,0.896,0,2
3330,39,2,2,6,0,1,0,1,2,43,9,999,0,1,1.1,93.994,-36.4,4.86,0,1
3332,26,0,2,3,0,0,0,0,0,134,3,999,0,1,1.4,93.918,-42.7,4.957,0,2
3333,25,6,2,6,0,0,0,1,1,178,7,999,0,1,1.4,94.465,-41.8,4.96,0,2
3334,39,1,1,2,0,0,0,1,3,302,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
3337,59,5,1,0,0,0,1,1,2,22,3,999,0,1,1.4,93.918,-42.7,4.968,0,2
3338,52,6,2,5,0,0,1,0,2,139,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
3339,25,1,2,2,0,1,1,0,4,322,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
3340,29,1,1,2,0,0,0,0,4,54,1,6,1,2,-1.8,92.893,-46.2,1.281,0,1
3342,35,0,1,6,0,1,0,0,4,376,2,999,1,0,-1.8,92.893,-46.2,1.334,0,1
3343,39,9,1,5,0,1,0,0,2,202,1,999,1,0,-1.7,94.215,-40.3,0.81,0,2
3344,31,0,2,6,0,0,0,1,0,162,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
3345,28,1,2,5,0,1,0,0,1,113,1,999,0,1,-1.8,92.893,-46.2,1.244,0,1
3346,40,6,1,3,0,0,0,0,1,521,1,999,0,1,1.4,93.918,-42.7,4.96,0,2
3347,39,0,1,6,0,0,0,1,1,69,3,999,0,1,1.4,94.465,-41.8,4.96,0,2
3348,41,1,1,0,0,1,0,1,3,281,3,999,0,1,1.4,93.918,-42.7,4.955,0,2
3349,39,3,1,5,0,1,0,0,0,80,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
3350,30,6,1,5,0,1,0,0,3,98,5,999,0,1,-1.8,92.893,-46.2,1.291,0,1
3351,40,4,1,2,0,1,1,1,0,162,1,999,0,1,1.4,94.465,-41.8,4.947,0,2
3352,32,9,1,5,0,1,1,0,1,330,4,999,0,1,1.4,93.918,-42.7,4.962,0,2
3353,37,0,0,6,0,1,1,0,3,211,2,999,0,1,1.4,93.444,-36.1,4.968,0,2
3354,52,0,1,6,0,0,0,0,2,195,1,999,0,1,-1.8,93.876,-40.0,0.677,1,1
3355,28,8,2,2,0,1,0,0,3,156,1,999,0,1,-1.8,92.843,-50.0,1.799,1,1
3356,43,1,1,3,0,1,0,1,4,294,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
3358,45,3,0,6,0,0,0,1,3,834,6,999,0,1,1.1,93.994,-36.4,4.856,0,1
3359,47,1,0,0,0,1,0,0,1,149,7,999,0,1,1.4,93.444,-36.1,4.965,0,2
3360,58,0,0,6,0,1,0,1,4,244,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
3361,33,9,2,3,0,1,0,0,0,270,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
3364,38,1,2,3,0,0,0,1,3,450,3,6,2,2,-1.8,93.369,-34.8,0.652,1,1
3365,60,4,1,6,0,1,0,1,2,89,2,999,0,1,1.4,94.465,-41.8,4.961,0,2
3366,28,0,2,6,0,1,0,1,0,1128,3,999,0,1,1.1,93.994,-36.4,4.859,0,1
3367,33,6,2,6,0,1,0,0,1,265,2,999,0,1,-1.8,93.369,-34.8,0.652,1,1
3368,41,2,0,2,0,1,1,0,2,219,1,999,0,1,1.4,93.918,-42.7,4.958,0,2
3373,46,9,2,5,0,0,0,0,2,128,1,999,0,1,1.4,93.444,-36.1,4.968,0,2
3374,32,1,1,3,0,0,0,0,4,259,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
3375,42,9,2,6,0,1,0,0,1,33,2,999,0,1,-1.8,92.893,-46.2,1.244,0,1
3376,29,0,2,6,0,0,0,0,1,87,2,999,1,0,-3.4,92.431,-26.9,0.731,0,0
3378,24,1,2,1,0,0,0,1,4,115,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
3380,58,5,1,0,0,1,0,0,3,79,2,999,0,1,-2.9,92.963,-40.8,1.252,0,2
3381,31,0,1,3,0,0,1,1,2,349,2,999,0,1,1.1,93.994,-36.4,4.86,0,1
3382,34,7,2,2,0,0,0,0,4,308,1,999,0,1,-1.8,92.893,-46.2,1.281,0,1
3383,44,0,1,3,0,1,0,0,4,97,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
3384,59,1,1,0,0,0,0,0,2,190,2,999,1,0,-1.8,92.893,-46.2,1.327,0,1
3385,34,9,2,6,0,0,0,1,2,214,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
3386,48,4,1,6,0,1,0,0,1,112,1,4,1,2,-0.1,93.2,-42.0,4.191,0,0
3387,47,0,2,6,0,0,0,0,3,193,1,999,0,1,-3.4,92.649,-30.1,0.72,0,0
3391,34,1,1,5,0,1,0,1,1,210,2,999,0,1,1.1,93.994,-36.4,4.858,0,1
3393,38,9,2,6,0,1,1,1,2,245,3,999,0,1,1.1,93.994,-36.4,4.86,0,1
3395,26,9,2,5,0,1,0,0,0,362,2,999,1,0,-1.8,93.075,-47.1,1.405,0,1
3396,31,9,0,3,0,0,0,0,0,129,3,999,0,1,1.4,93.444,-36.1,4.964,0,2
3397,31,0,2,6,0,1,0,1,3,116,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
3398,57,1,1,0,0,0,0,0,2,134,9,999,0,1,1.4,93.444,-36.1,4.963,0,2
3399,36,1,1,2,0,0,1,0,0,118,3,999,0,1,1.4,93.918,-42.7,4.957,0,2
3403,37,1,2,5,0,0,0,0,1,54,1,999,0,1,-1.8,92.893,-46.2,1.264,0,1
3404,33,9,1,5,0,1,0,1,0,58,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
3405,41,9,2,3,0,1,0,0,4,88,3,999,0,1,1.4,93.444,-36.1,4.964,0,2
3407,51,0,0,3,0,1,0,0,3,133,1,999,1,0,-2.9,92.201,-31.4,0.838,0,2
3408,36,3,0,6,0,0,0,1,2,767,5,999,0,1,1.1,93.994,-36.4,4.855,0,1
3409,47,0,1,6,0,1,0,0,4,38,3,999,0,1,1.4,93.444,-36.1,4.964,0,2
3410,44,9,0,5,0,1,0,0,2,245,3,999,0,1,-1.8,92.893,-46.2,1.327,0,1
3411,45,7,1,5,0,1,1,0,1,307,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
3412,38,1,1,3,0,0,0,1,1,340,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
3414,30,1,2,5,0,1,0,0,3,111,2,999,0,1,-1.1,94.767,-50.8,1.049,0,0
3415,55,4,1,6,0,0,0,0,2,122,5,999,0,1,1.4,93.444,-36.1,4.963,0,2
3416,45,1,1,2,0,1,0,0,4,73,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
3417,58,5,0,6,0,1,0,0,4,129,1,999,0,1,-1.8,93.075,-47.1,1.415,1,1
3418,33,4,2,6,0,0,1,1,0,71,11,999,0,1,1.1,93.994,-36.4,4.859,0,1
3419,36,0,2,6,0,1,0,0,1,770,7,999,0,1,1.4,93.444,-36.1,4.965,0,2
3420,33,6,2,3,0,1,1,0,3,113,1,999,0,1,-1.8,92.893,-46.2,1.291,0,1
3421,44,7,0,3,0,1,1,0,1,164,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
3422,30,7,2,3,0,1,0,0,2,148,2,999,0,1,-2.9,92.201,-31.4,0.873,1,2
3423,25,8,2,3,0,0,0,0,1,485,2,999,0,1,-1.7,94.055,-39.8,0.72,1,2
3425,31,4,1,6,0,0,0,0,0,238,1,999,1,0,-1.8,92.893,-46.2,1.313,0,1
3426,32,7,1,3,0,1,1,0,1,6,6,999,1,0,-1.8,93.075,-47.1,1.405,0,1
3427,31,1,2,0,0,0,1,0,4,125,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
3428,36,9,2,5,0,1,0,1,2,238,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
3429,41,3,1,3,0,1,0,1,0,1074,1,999,0,1,-0.1,93.2,-42.0,4.021,1,0
3431,57,4,0,6,0,0,0,1,0,111,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
3432,34,7,1,3,0,1,0,0,0,320,3,999,1,0,-1.8,92.893,-46.2,1.25,0,1
3433,30,4,1,3,0,1,0,0,3,19,12,999,0,1,1.4,93.444,-36.1,4.963,0,2
3434,40,9,1,6,0,0,0,0,1,342,2,999,0,1,1.4,93.444,-36.1,4.965,0,2
3437,35,1,1,2,0,0,0,0,4,1259,6,999,0,1,1.4,93.918,-42.7,4.963,0,2
3438,59,2,1,6,0,0,0,1,0,9,5,999,0,1,1.4,94.465,-41.8,4.959,0,2
3439,41,6,1,2,0,1,0,1,1,178,4,999,0,1,1.4,94.465,-41.8,4.961,0,2
3440,35,9,1,5,0,1,1,0,2,77,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
3441,41,0,0,3,0,0,0,1,1,177,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
3442,32,0,2,6,0,1,0,0,2,250,2,6,1,2,-1.7,94.215,-40.3,0.846,0,2
3444,60,6,1,2,0,0,0,0,3,17,13,999,0,1,1.4,93.444,-36.1,4.965,0,2
3445,34,0,1,6,0,0,0,0,0,281,1,999,2,0,-3.4,92.431,-26.9,0.73,1,0
3446,48,0,1,3,0,0,0,1,3,82,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
3447,50,4,1,6,0,1,0,0,2,161,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
3448,43,0,1,3,0,0,0,1,0,1422,10,999,0,1,1.4,94.465,-41.8,4.959,1,2
3449,46,7,0,2,0,0,0,0,4,96,2,999,1,0,-1.8,92.893,-46.2,1.334,0,1
3450,50,2,1,6,0,0,0,0,1,408,1,999,1,0,-0.1,93.2,-42.0,4.191,0,0
3451,30,9,2,6,0,1,0,0,4,215,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
3452,44,1,1,2,0,1,0,0,2,121,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
3455,32,0,1,6,0,1,0,0,3,712,1,3,2,0,-2.9,92.963,-40.8,1.262,1,2
3456,36,9,1,5,0,1,0,1,2,247,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
3458,53,0,0,6,0,1,1,1,2,172,2,999,0,1,1.1,93.994,-36.4,4.86,0,1
3460,34,1,1,0,0,1,1,0,4,338,4,999,0,1,-1.8,92.893,-46.2,1.334,0,1
3461,34,9,0,5,0,0,0,1,4,91,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
3462,41,6,1,2,0,1,0,0,2,1135,3,999,1,0,-1.8,92.893,-46.2,1.327,1,1
3463,48,1,1,0,0,0,0,0,3,134,7,999,0,1,1.4,93.444,-36.1,4.966,0,2
3465,39,7,1,3,0,0,0,1,2,359,3,999,0,1,1.1,93.994,-36.4,4.86,0,1
3466,50,9,1,2,0,1,0,1,1,55,2,999,0,1,-0.1,93.2,-42.0,4.191,0,0
3467,38,9,2,1,0,1,0,0,4,164,1,999,0,1,-0.1,93.2,-42.0,4.12,0,0
3468,37,0,2,6,0,1,0,1,1,540,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
3470,24,2,2,3,0,1,0,1,0,113,1,999,0,1,1.4,94.465,-41.8,4.959,0,2
3471,46,4,1,6,0,0,0,1,1,103,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
3472,35,0,2,6,0,0,1,1,0,159,9,999,0,1,1.4,94.465,-41.8,4.967,0,2
3474,33,0,2,6,0,1,0,0,3,226,4,999,0,1,1.4,93.444,-36.1,4.966,0,2
3477,41,9,1,6,0,1,0,1,0,67,3,999,0,1,1.1,93.994,-36.4,4.855,0,1
3478,33,9,2,5,0,1,0,0,4,290,1,999,0,1,1.4,93.444,-36.1,4.967,0,2
3479,29,0,1,6,0,0,1,0,0,14,5,999,0,1,1.4,93.444,-36.1,4.966,0,2
3480,51,9,2,6,0,0,0,0,0,657,1,999,0,1,-2.9,92.963,-40.8,1.268,1,2
3481,52,4,1,6,0,0,0,0,3,600,1,999,0,1,-2.9,92.201,-31.4,0.884,1,2
3482,44,1,1,2,0,0,0,0,0,41,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
3483,42,0,1,3,0,0,1,0,2,219,6,999,0,1,1.4,93.918,-42.7,4.962,0,2
3486,32,1,1,0,0,0,0,1,1,41,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
3487,38,7,1,0,0,0,1,1,2,90,1,999,0,1,1.4,94.465,-41.8,4.866,0,2
3488,32,9,1,6,0,1,0,0,2,402,1,999,0,1,1.4,93.444,-36.1,4.968,0,2
3489,31,9,1,5,0,0,0,0,1,551,3,999,1,0,-1.8,93.075,-47.1,1.466,0,1
3490,37,1,1,2,0,1,1,0,4,184,3,999,0,1,1.4,93.918,-42.7,4.963,0,2
